ship_layout,probability_map,action
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'R', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.03254243223700516, 0.0, 0.02285389959153014, 0.003093719807310573, 0.02285389959153014, 0.0063143684953105616, 0.009933474224144456, 0.023437768799066405, 0.02056739198693631, 0.028902157243057586, 0.0019524159207686919, 0.0, 0.033701521282498016, 0.01241972361798081, 0.037370565884916586, 0.01437984311592106, 0.027771325326002554, 0.02879447953729425, 0.020461158389723323, 0.03814246355426941, 0.0008191414405585217, 0.0, 0.0, 0.0010203158326421767, 0.023585777625240174, 0.0, 0.004831723156368189, 0.017907518988171518, 0.0310055879086096, 0.03156855367649444, 0.013937409388737146, 0.03705415054552645, 0.02539691334254343, 0.0030439478393917037, 0.01210961706792651, 0.0, 0.023437768799066405, 0.007412253457440322, -0.0, 0.02534442389458789, -0.0, 0.011550898213325419, -0.0, -0.0, 0.013096864759731442, 0.03438112944595786, -0.0, 0.0, 0.0, 0.0, 0.014036324072115127, 0.003599131122072233, 0.031298157216206546, 0.0007512288313229093, 0.03439763398819578, 0.030393228917089263, 0.0, 0.020461158389723323, 0.0, 0.02242400609717787, 0.0, 0.01732885221175226, 0.03700863137223713, 0.0003311798514609885, 0.017068500138951094, 0.01096873227854748, 0.03097590140331643, 0.0, 0.0, 0.004571709158295176, 0, 0.0, 0.0]",left
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'R', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.0332536962430772, 0.0, 0.023353406083836997, 0.0031613377262106218, 0.023353406083836997, 0.006452378555501534, 0.010150585306051977, 0.023950036634734134, 0.02101692340218337, 0.029533857541151627, 0.0019950889194926672, 0.0, 0.03443811893025631, 0.012691175435426326, 0.03818735604389738, 0.014694136305404514, 0, 0.029423826376500886, 0.020908367909256414, 0.038976124702627485, 0.0008370450139087877, 0.0, 0.0, 0.0010426163761694234, 0.02410128041734483, 0.0, 0.004937327763405569, 0.01829891486176742, 0.03168326186075566, 0.03225853209575688, 0.014242032520895863, 0.037864024969376006, 0.02595200124114681, 0.003110477916761217, 0.012374291038360026, 0.0, 0.023950036634734134, 0.0075742594516378095, -0.0, 0.025898364557030262, -0.0, 0.011803360539346577, -0.0, -0.0, 0.013383116519530686, 0.03513258095655533, -0.0, 0.0, 0.0, 0.0, 0.014343109134072034, 0.00367779556858993, 0.03198222571244383, 0.0007676480720284628, 0.03514944623049103, 0.031057518838616748, 0.0, 0.020908367909256414, 0.0, 0.022914116617888305, 0.0, 0.017707600448976697, 0.037817510905805866, 0.0003384182873026902, 0.01744155798840915, 0.01120847048880639, 0.03165292651205314, 0.0, 0.0, 0.004671630766699961, 0.0, 0.0, 0.0]",left
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'R', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.034224942249756876, 0.0, 0.024035492737768508, 0.003253671421084829, 0.024035492737768508, 0.006640834204455777, 0.010447055069049128, 0.024649549172266257, 0.021630768034005692, 0.03039645762593653, 0.0020533597995736, 0.0, 0.03544395855915273, 0.013061848619292165, 0.03930270023878553, 0.015123310286663876, 0.0, 0.030283212763521302, 0.0215190419434935, 0.04011450658945778, 0.0008614927210516977, 0.0, 0.0, 0.0010730682388571447, 0.024805210356143328, 0.0, 0.005081533082381941, 0.018833374184909966, 0.03260863994010981, 0, 0.014658001834857519, 0.03896992558203291, 0.026709985478043693, 0.003201326141073982, 0.012735708929130627, 0.0, 0.024649549172266257, 0.007795482054748898, -0.0, 0.02665478221874468, -0.0, 0.01214810317202842, -0.0, -0.0, 0.013773999336932644, 0.03615870384854838, -0.0, 0.0, 0.0, 0.0, 0.01476203060878594, 0.0037852135299878543, 0.0329163356766679, 0.0007900688916282752, 0.03617606170922817, 0.03196462074178232, 0.0, 0.0215190419434935, 0.0, 0.023583372874366845, 0.0, 0.01822478915781168, 0.038922052974793925, 0.00034830252416248104, 0.017950976352692216, 0.011535838072958977, 0.032577418582042404, 0.0, 0.0, 0.004808075831142498, 0.0, 0.0, 0.0]",left
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'R', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.03540025595911524, 0.0, 0.02486089205969383, 0.003365405272935979, 0.02486089205969383, 0.006868886115401754, 0.01080581585103883, 0.025496035715917718, 0.02237358705847017, 0.03144029790776922, 0.00212387392652443, 0.0, 0.036661134328347715, 0.013510403642111136, 0.04065238848861084, 0.01564265766148443, 0.0, 0.03132316412018533, 0.02225802419871192, 0, 0.0008910771159113176, 0.0, 0.0, 0.0011099183174636262, 0.025657042437621867, 0.0, 0.005256037262774647, 0.01948012831853185, 0.03372844844951391, 0.0, 0.015161370120553616, 0.04030818606630191, 0.027627229161905, 0.003311262411361137, 0.013173064036805389, 0.0, 0.025496035715917718, 0.008063185557742202, -0.0, 0.027570130175595495, -0.0, 0.012565279396800171, -0.0, -0.0, 0.01424701022283136, 0.03740042458063025, -0.0, 0.0, 0.0, 0.0, 0.015268971331311108, 0.003915200991242813, 0.034046710720117515, 0.0008172005312638358, 0.037418378525051345, 0.03306231308259334, 0.0, 0.02225802419871192, 0.0, 0.02439324601454286, 0.0, 0.018850643962504413, 0.04025866947289693, 0.00036026352993029045, 0.018567428192105818, 0.011931988591991134, 0.033696154923379906, 0.0, 0.0, 0.0049731892562795855, 0.0, 0.0, 0.0]",up
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'R', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.036932668954029975, 0.0, 0.025937075070953605, 0.00351108757476334, 0.025937075070953605, 0.007166227760501377, 0.01127358005731779, 0.026599712946246395, 0.02334209913902838, 0.03280129148740605, 0.0022158125839263857, 0.0, 0.038248128465281604, 0.014095244557714277, 0.042412156792721895, 0.01631979999353836, 0.0, 0.032679087190206506, 0.02322153377227618, 0.0, 0.0009296502311303348, 0.0, 0.0, 0.0011579646721266977, 0.026767689357460503, 0.0, 0.005483561600805825, 0.020323387808305067, 0.035188491923833436, 0.0, 0.015817678386241905, 0, 0.028823161898382556, 0.003454600966726468, 0.01374330213158523, 0.0, 0.026599712946246395, 0.008412226263644539, -0.0, 0.02876359120032277, -0.0, 0.013109207594794824, -0.0, -0.0, 0.014863737503825166, 0.03901942125423844, -0.0, 0.0, 0.0, 0.0, 0.01592993745862118, 0.004084682954413158, 0.03552053119197703, 0.0008525756628732296, 0.03903815239241127, 0.03449352076279261, 0.0, 0.02322153377227618, 0.0, 0.02544918547509392, 0.0, 0.019666654214069126, 0.04200139439357251, 0.000375858685951101, 0.019371178545679258, 0.01244850277750039, 0.035154800469414486, 0.0, 0.0, 0.00518846961615311, 0.0, 0.0, 0.0]",up
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'R', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.03855398164417343, 0.0, 0.027075690560943857, 0.0036652213268692155, 0.027075690560943857, 0.0074808190515619, 0.011768480613598413, 0.02776741767420965, 0.024366797397250627, 0.034241240227851, 0.002313084867870203, 0.0, 0.03992718870683048, 0.014714013780716885, 0, 0.017036225304231743, 0.0, 0.03411367126615656, 0.024240939313653335, 0.0, 0.0009704610839555797, 0.0, 0.0, 0.0012087983343240776, 0.027942768106713287, 0.0, 0.005724285281556759, 0.02121556721189286, 0.03673323672887673, 0.0, 0.016512060986322682, 0.0, 0.030088474140345718, 0.003606255004881875, 0.014346621382033914, 0.0, 0.02776741767420965, 0.008781515827054678, -0.0, 0.030026288339411965, -0.0, 0.013684690635503871, -0.0, -0.0, 0.015516242912191636, 0.04073234059186587, -0.0, 0.0, 0.0, 0.0, 0.016629248136303357, 0.004263997054822359, 0.037079852237901736, 0.0008900030078410242, 0.040751894011040325, 0.03600775692617554, 0.0, 0.024240939313653335, 0.0, 0.026566383027643994, 0.0, 0.020530003572590216, 0.043845219810543595, 0.0003923585619278863, 0.02022155677418574, 0.01299498143983506, 0.03669806624832331, 0.0, 0.0, 0.005416239010278494, 0.0, 0.0, 0.0]",right
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'R', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.040339995168283016, 0.0, 0.02832997215402959, 0.003835012735680362, 0.02832997215402959, 0.007827368057078829, 0.012313655577058633, 0.02905374353163851, 0.02549558949173213, 0.035827465969556445, 0.002420238543839589, 0.0, 0.0417768160596736, 0.015395640592931407, 0.0, 0.017825428584815194, 0.0, 0.03569398737463798, 0.02536390103135306, 0.0, 0.0010154177018365414, 0.0, 0.0, 0.001264795927334039, 0.029237217074403507, 0.0, 0.005989462845396443, 0.02219837854151912, 0.038434904229463086, 0.0, 0.017276982350467998, 0, 0.03148232295810072, 0.003773314798330739, 0.015011228738287731, 0.0, 0.02905374353163851, 0.009188319621642061, -0.0, 0.031417256399415394, -0.0, 0.01431863404435434, -0.0, -0.0, 0.016235032995672725, 0.04261926661255885, -0.0, 0.0, 0.0, 0.0, 0.017399598196157693, 0.004461526754269811, 0.038797576704860545, 0.0009312324046689003, 0.04263972584404111, 0.037675816568796636, 0.0, 0.02536390103135306, 0.0, 0.027797070944963635, 0.0, 0.02148105616085656, 0.04587634998723763, 0.00041053457561100997, 0.021158320561920328, 0.013596974064392062, 0.038398104476102056, 0.0, 0.0, 0.005667146328008911, 0.0, 0.0, 0.0]",left
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'R', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.04033999516828304, 0.0, 0.028329972154029603, 0.003835012735680364, 0.028329972154029603, 0.007827368057078832, 0.012313655577058638, 0.029053743531638525, 0.02549558949173214, 0.03582746596955646, 0.00242023854383959, 0.0, 0.04177681605967362, 0.015395640592931414, 0.0, 0.0178254285848152, 0.0, 0.03569398737463799, 0.02536390103135307, 0, 0.0010154177018365418, 0.0, 0.0, 0.0012647959273340396, 0.02923721707440352, 0.0, 0.005989462845396446, 0.02219837854151913, 0.0384349042294631, 0.0, 0.017276982350468005, 0.0, 0.03148232295810073, 0.0037733147983307408, 0.015011228738287738, 0.0, 0.029053743531638525, 0.009188319621642065, -0.0, 0.03141725639941541, -0.0, 0.014318634044354347, -0.0, -0.0, 0.01623503299567273, 0.04261926661255887, -0.0, 0.0, 0.0, 0.0, 0.0173995981961577, 0.004461526754269813, 0.03879757670486056, 0.0009312324046689008, 0.04263972584404113, 0.03767581656879665, 0.0, 0.02536390103135307, 0.0, 0.02779707094496365, 0.0, 0.02148105616085657, 0.04587634998723765, 0.00041053457561101013, 0.021158320561920338, 0.013596974064392068, 0.03839810447610207, 0.0, 0.0, 0.005667146328008914, 0.0, 0.0, 0.0]",down
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'R', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.040339995168283044, 0.0, 0.028329972154029607, 0.0038350127356803643, 0.028329972154029607, 0.007827368057078834, 0.01231365557705864, 0.02905374353163853, 0.025495589491732144, 0.035827465969556466, 0.0024202385438395905, 0.0, 0.04177681605967363, 0.015395640592931416, 0.0, 0.017825428584815204, 0.0, 0.035693987374638, 0.025363901031353074, 0.0, 0.001015417701836542, 0.0, 0.0, 0.0012647959273340398, 0.029237217074403524, 0.0, 0.0059894628453964465, 0.022198378541519133, 0.03843490422946311, 0.0, 0.01727698235046801, 0.0, 0.03148232295810074, 0.003773314798330741, 0.01501122873828774, 0.0, 0.02905374353163853, 0.009188319621642066, -0.0, 0.031417256399415415, -0.0, 0.014318634044354349, -0.0, -0.0, 0.016235032995672735, 0.042619266612558875, -0.0, 0.0, 0.0, 0.0, 0.017399598196157703, 0.004461526754269814, 0.038797576704860566, 0.0009312324046689009, 0.04263972584404114, 0.037675816568796656, 0.0, 0.025363901031353074, 0.0, 0.027797070944963653, 0.0, 0.021481056160856573, 0, 0.0004105345756110102, 0.02115832056192034, 0.01359697406439207, 0.03839810447610208, 0.0, 0.0, 0.005667146328008915, 0.0, 0.0, 0.0]",left
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'R', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.04227963028454797, 0.0, 0.029692139120176573, 0.004019408528055107, 0.029692139120176573, 0.008203725017165368, 0.01290572304427621, 0.03045071100716338, 0.026721473145950327, 0.03755012882143444, 0.00253660890158966, 0.0, 0.04378553666405273, 0.016135896634283702, 0.0, 0.018682514142246413, 0.0, 0.03741023228400276, 0.02658345281663839, 0.0, 0.001064241203771607, 0.0, 0.0, 0.001325610079277588, 0.03064300635878006, 0.0, 0.006277449306823419, 0.02326572508838053, 0.04028293841049742, 0.0, 0.0181076974145195, 0.0, 0.03299606183923816, 0.003954744019059027, 0.015733001417674686, 0.0, 0.03045071100716338, 0.009630114106823745, -0.0, 0.03292786673823164, -0.0, 0.015007105257439975, -0.0, -0.0, 0.017015648857939505, 0.04466849408039387, -0.0, 0.0, 0.0, 0.0, 0.018236208898002856, 0.004676046709679752, 0.04066304897100245, 0.0009760080935594087, 0, 0.03948735215639262, 0.0, 0.02658345281663839, 0.0, 0.029133614856514493, 0.0, 0.02251391228020523, 0.0, 0.000430273975082285, 0.022175658848449385, 0.014250746288712363, 0.04024436924458214, 0.0, 0.0, 0.005939635106972886, 0.0, 0.0, 0.0]",up
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'R', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.04425749494712519, 0.0, 0.031081153932436822, 0.004207438698579261, 0.031081153932436822, 0.008587499844517212, 0.01350945995925135, 0.031875212234966956, 0.027971518548705356, 0.03930674477032747, 0.00265527287938387, 0.0, 0.045833848466141976, 0.01689074286962584, 0.0, 0.01955649256356561, 0.0, 0.03916030379492553, 0.0278270415514844, 0.0, 0.0011140270002705846, 0.0, 0.0, 0.0013876228574053466, 0.032076503270277675, 0.0, 0.006571111883140308, 0.024354108671487736, 0.04216739671466609, 0.0, 0.018954785589032425, 0, 0.03453963599721497, 0.004139749147821807, 0.016468999990293918, 0.0, 0.031875212234966956, 0.010080616210562204, -0.0, 0.034468250691385614, -0.0, 0.01570914600321999, -0.0, -0.0, 0.017811650392495045, 0.046758111122396244, -0.0, 0.0, 0.0, 0.0, 0.019089308911318686, 0.004894794780213761, 0.042565289058986065, 0.0010216662959998883, 0.0, 0.04133459249230008, 0.0, 0.0278270415514844, 0.0, 0.030496501592515452, 0.0, 0.023567125641242016, 0.0, 0.00045040243138179316, 0.02321304852547657, 0.014917404140498237, 0.04212702326167887, 0.0, 0.0, 0.0062174945467934435, 0.0, 0.0, 0.0]",right
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'R', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.044257494947125206, 0.0, 0.031081153932436833, 0.004207438698579263, 0.031081153932436833, 0.008587499844517215, 0.013509459959251355, 0.03187521223496697, 0.027971518548705367, 0.03930674477032749, 0.002655272879383871, 0.0, 0, 0.016890742869625847, 0.0, 0.019556492563565616, 0.0, 0.03916030379492554, 0.02782704155148441, 0.0, 0.001114027000270585, 0.0, 0.0, 0.001387622857405347, 0.03207650327027769, 0.0, 0.006571111883140311, 0.024354108671487743, 0.04216739671466611, 0.0, 0.018954785589032432, 0.0, 0.03453963599721498, 0.0041397491478218085, 0.016468999990293925, 0.0, 0.03187521223496697, 0.010080616210562207, -0.0, 0.03446825069138563, -0.0, 0.015709146003219997, -0.0, -0.0, 0.017811650392495052, 0.04675811112239626, -0.0, 0.0, 0.0, 0.0, 0.019089308911318693, 0.004894794780213763, 0.04256528905898608, 0.0010216662959998887, 0.0, 0.04133459249230009, 0.0, 0.02782704155148441, 0.0, 0.030496501592515463, 0.0, 0.023567125641242023, 0.0, 0.0004504024313817933, 0.023213048525476575, 0.014917404140498242, 0.042127023261678886, 0.0, 0.0, 0.006217494546793445, 0.0, 0.0, 0.0]",up
